Arquivo,Tamanho (KB),Data Modificação
TG141_401001_67485_01291_141_20260224122156_91.13.BIN,56.57,24/02/2026 19:51
TG141_401001_67485_01292_141_20260224195031_91.13.BIN,109.50,24/02/2026 19:51
TG141_401002_66979_01675_141_20260224145355_91.13.BIN,48.63,24/02/2026 14:53
TG141_401002_66979_01676_141_20260224221535_91.13.BIN,106.82,24/02/2026 22:17
TG141_401003_67306_00516_141_20260224075350_91.13.BIN,13.05,24/02/2026 07:55
TG141_401003_67306_00517_141_20260224132051_91.13.BIN,11.88,24/02/2026 13:20
TG141_401003_67306_00518_141_20260224204341_91.13.BIN,13.21,24/02/2026 20:44
