Arquivo,Tamanho (KB),Data Modificação
TG141_401001_67485_01323_141_20260311122401_91.13.BIN,54.97,11/03/2026 12:22
TG141_401001_67485_01324_141_20260311194314_91.13.BIN,116.34,11/03/2026 19:44
TG141_401002_66979_01701_141_20260311145214_91.13.BIN,33.18,11/03/2026 14:52
TG141_401002_66979_01702_141_20260311222236_91.13.BIN,111.19,11/03/2026 22:24
TG141_401003_67306_00546_141_20260311055913_91.13.BIN,3.74,11/03/2026 13:20
TG141_401003_67306_00547_141_20260311132238_91.13.BIN,20.75,11/03/2026 13:20
TG141_401003_67306_00548_141_20260311204110_91.13.BIN,14.50,11/03/2026 20:42
