Arquivo,Tamanho (KB),Data Modificação
TG141_401001_67485_01267_141_20260212121808_91.13.BIN,55.15,12/02/2026 12:18
TG141_401001_67485_01268_141_20260212200730_91.13.BIN,99.90,12/02/2026 20:06
TG141_401002_66979_01659_141_20260212145821_91.13.BIN,32.57,12/02/2026 15:00
TG141_401002_66979_01660_141_20260212222122_91.13.BIN,99.56,12/02/2026 22:21
TG141_401003_67306_00502_141_20260212131836_91.13.BIN,20.94,12/02/2026 13:18
TG141_401003_67306_00503_141_20260212204405_91.13.BIN,15.49,12/02/2026 20:44
